trade_date,601111.SH,600052.SH,600730.SH,002187.SZ,300140.SZ
20220104,3.6184210526315796,5.231388329979893,1.5679442508710777,5.41813898704357,3.146374829001374
20220105,1.9047619047619206,-0.7648183556405359,-0.8576329331046282,3.910614525139681,-4.641909814323602
20220106,-2.9075804776739473,-1.926782273603093,0.0,0.5376344086021391,6.119610570236432
20220107,1.176470588235307,-0.5893909626719106,-3.114186851211083,-4.491978609625668,-3.6697247706422047
20220110,2.854122621564477,8.498023715415032,0.8928571428571557,0.11198208286673894,-0.9523809523809441
20220111,0.10277492291880562,0.0,0.0,0.7829977628635378,-0.6868131868131844
20220112,-0.5133470225872763,0.7285974499089259,2.1238938053097205,-0.33296337402884973,6.224066390041483
20220113,-1.75438596491228,2.531645569620247,-1.5597920277296335,2.2271714922048917,-1.6927083333333321
20220114,-1.3655462184873846,-4.232804232804237,-1.5845070422535186,0.4357298474945635,-3.0463576158940335
20220117,-0.7454739084132085,-0.5524861878452921,0.53667262969589,-2.6030368763557505,2.59562841530054
20220118,3.755364806866949,-1.1111111111111203,-2.8469750889679744,-0.6681514476614754,-3.0625832223701672
20220119,-0.4136504653567647,2.621722846441958,0.7326007326007333,1.457399103139022,0.8241758241758188
20220120,2.6998961578400804,-7.846715328467163,-3.2727272727272676,-1.7679558011049739,-4.768392370572203
20220121,0.10111223458038206,1.5841584158415856,-0.5639097744360949,-2.362204724409458,4.005722460658074
20220124,-2.1212121212121295,-5.068226120857696,-0.9451795841209797,-2.534562211981554,-3.8514442916093445
20220125,3.09597523219815,-3.901437371663252,-2.862595419847335,-2.9550827423167845,-4.721030042918456
20220126,-2.802802802802796,1.2820512820512928,-0.1964636542239644,0.12180267965894989,-0.4504504504504542
20220127,0.9268795056642621,-5.485232067510544,-3.543307086614168,-0.9732360097323608,-4.977375565610861
20220128,2.2448979591836618,1.1160714285714244,2.6530612244897935,6.633906633906624,3.3333333333333326
20220207,0.8982035928143698,5.077262693156722,4.572564612326034,0.0,4.454685099846391
20220208,4.74777448071217,2.521008403361347,1.9011406844106566,2.9953917050691223,0.7352941176470562
20220209,1.6997167138810172,-0.8196721311475417,0.1865671641791005,1.230425055928425,1.7518248175182498
20220210,2.1355617455896048,-1.6528925619834725,0.0,-0.8839779005524869,0.5738880918220952
20220211,-0.2727272727272669,-2.1008403361344463,-2.0484171322160205,-3.232998885172808,-2.139800285306697
20220214,-1.367365542388335,1.072961373390554,1.3307984790874579,4.723502304147467,0.43731778425655043
20220215,-4.343807763401115,-1.6985138004246298,0.375234521575977,-2.860286028602858,-1.0159651669085545
20220216,0.7729468599033823,1.5118790496760321,1.8691588785046829,1.1325028312570742,1.6129032258064433
20220217,-2.6845637583892556,-0.6382978723404308,-1.2844036697247758,-3.247480403135489,2.0202020202020283
20220218,2.2660098522167527,0.2141327623126293,2.2304832713754665,1.7361111111110945,1.1315417256011324
20220221,-0.28901734104047333,2.5641025641025665,2.7272727272727337,0.4550625711035373,2.0979020979020904
20220222,-1.9323671497584474,0.4166666666666763,-1.946902654867262,-2.151755379388443,-0.9589041095890328
20220223,-1.773399014778322,1.6597510373443998,9.927797833935015,-0.11574074074073826,0.9681881051175573
20220224,-1.4042126379137467,-4.6938775510204165,-3.940886699507393,-4.403244495944389,-1.5068493150684854
20220225,1.932858596134278,1.498929336188443,-1.538461538461536,1.0909090909090893,0.4172461752433847
20220228,-1.3972055888223434,2.1097046413502034,1.9097222222222279,-1.0791366906474804,-0.27700831024930156
20220301,1.518218623481767,1.2396694214876136,-1.1925042589437866,1.5757575757575852,1.388888888888884
20220302,0.498504486540386,0.0,-0.6896551724137937,0.11933174224343421,-0.1369863013698601
20220303,1.984126984126977,-1.0204081632653206,-0.6944444444444451,0.9535160905840294,-1.0973936899862835
20220304,0.1945525291828925,-3.5051546391752564,0.8741258741258711,-1.770956316410866,-1.803051317614423
20220307,-9.902912621359237,0.6410256410256464,-1.2131715771230398,-1.0817307692307674,-2.118644067796615
20220308,-2.3706896551724017,-2.972399150743093,-4.385964912280701,-1.3365735115431494,-2.308802308802311
20220309,-1.1037527593818945,-3.9387308533916974,0.1834862385321062,-0.24630541871920658,-1.329394387001475
20220310,1.1160714285714244,2.2779043280182356,2.014652014652021,3.9506172839506206,0.14970059880240533
20220311,3.863134657836641,0.6681514476614556,1.9748653500897564,-1.306413301662701,1.6442451420029809
20220314,-8.607863974495222,-2.212389380530966,-3.169014084507037,-3.0084235860409145,-4.411764705882351
20220315,-2.0930232558139505,-8.371040723981903,2.363636363636362,-6.20347394540944,-5.538461538461544
